smiles,pubchem_compound_id,pubchem_substance_id,pubchem_parent_compound_id,name,pubchem_name
C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,72710839.0,,72710839.0,BLU9931,Blu-9931
CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1,46184986.0,,46184986.0,BLZ-945,Sotuletinib
CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1,46184986.0,,46184986.0,BLZ945,Sotuletinib
CC(C)c1cnc(NC(=O)Cc2ccccc2)s1,16760027.0,,16760027.0,BML-259,2-phenyl-N-(5-propan-2-yl-2-thiazolyl)acetamide
NC(=O)c1ccc2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)[nH]c2c1,9969021.0,,9969021.0,BML-277,2-(4-(4-chlorophenoxy)phenyl)-1H-benzimidazole-5-carboxamide
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,135565082.0,,135565082.0,BMN 673,Talazoparib
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,135565082.0,,135565082.0,BMN-673,Talazoparib
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,135565082.0,,135565082.0,BMN-673 (inactive enantiomer),Talazoparib
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,135565082.0,,135565082.0,BMN-673 (racemate),Talazoparib
CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,445091.0,,445091.0,BMS 195614,"4-(5,6-Dihydro-5,5-dimethyl-8-(quinolin-3-yl)naphthalen-2-carboxamido)benzoic acid"
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,214350.0,,214350.0,BMS 204352,Bms 204352
CC1(C)CCC(C)(C)c2cc([C@@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,445455.0,,445455.0,BMS 270394,Bms 961
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,9926054.0,,9813758.0,BMS 345541,Bms 345541
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,10437018.0,,10437018.0,BMS 599626,Bms-599626
CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,445091.0,,445091.0,BMS-195614,"4-(5,6-Dihydro-5,5-dimethyl-8-(quinolin-3-yl)naphthalen-2-carboxamido)benzoic acid"
CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2n[nH]cc12,135402864.0,,135402864.0,BMS-265246,Bms-265246
CC1(C)CCC(C)(C)c2cc([C@@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,445455.0,,445455.0,BMS-270394,Bms 961
C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,11249248.0,,11249248.0,BMS-299897,"4-(2-((1R)-1-(((4-chlorophenyl)sulfonyl)-2,5-difluoroanilino)ethyl)-5-fluorophenyl)butanoic acid"
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,9926054.0,,9813758.0,BMS-345541,Bms 345541
,,,,"BMS-509744, KIN001-127",
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,135440466.0,,135440466.0,BMS-536924,Bms-536924
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,11154925.0,,11154925.0,BMS-582664 ,Brivanib Alaninate
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,10409068.0,,10409068.0,BMS-582949,Bms-582949
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,10409068.0,,10409068.0,BMS-582949 ,Bms-582949
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,10437018.0,,10437018.0,BMS-599626,Bms-599626
COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,11349170.0,,11349170.0,BMS-690514,Bms-690514
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,46883536.0,,46883536.0,BMS-708163,Avagacestat
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,24785538.0,,24785538.0,BMS-754807,Bms-754807
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,24794418.0,,24794418.0,BMS-777607,Bms-777607
Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,44155856.0,,44155856.0,BMS-794833,"N-(4-((2-amino-3-chloropyridin-4-yl)oxy)-3-fluorophenyl)-5-(4-fluorophenyl)-4-oxo-1,4-dihydropyridine-3-carboxamide"
CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,57662985.0,,57662985.0,BMS-833923,Bms-833923
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,50922691.0,,50922691.0,BMS-911543,Bms-911543
O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12,135564632.0,,135564632.0,BMS863233,Bms-863233
C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,71576693.0,,71576693.0,BMX-IN-1,Bmx-IN-1
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1.Cl.Cl,210172.0,,2419.0,BMY 7378 dihydrochloride,Bmy-7378
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,387447.0,,387447.0,BORTEZOMIB,Bortezomib
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,5328940.0,,5328940.0,BOSUTINIB,Bosutinib
CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,53388144.0,,53388144.0,BP-1-102,BP-1-102
,,,,BPD-00008900,
Brc1cccc(Nc2ncnc3cc4nc[nH]c4cc23)c1,2428.0,,2428.0,BPIQ-II,"N-(3-bromophenyl)-1H-imidazo[4,5-g]quinazolin-8-amine"
CN1CCN(c2ccc(C(=O)Nc3cc(-c4cccc(NS(=O)(=O)c5ccccc5)c4)[nH]n3)cc2)CC1,56673651.0,,56673651.0,BPR1J-097,N-[5-[3-(benzenesulfonamido)phenyl]-1H-pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide
CC(C)(C)c1ccc2cc(C#N)c(C#N)cc2c1,613000.0,,613000.0,BRD 9876,"6-tert-Butyl-2,3-naphthalenedicarbonitrile"
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,76446078.0,,76446078.0,BRD-A02303741,"1-[3-[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-propan-2-ylamino]propyl]-3-(4-tert-butylphenyl)urea"
,,,,BRD-A02303741:carboplatin (1:1 mol/mol),
,,,,BRD-A02303741:navitoclax (2:1 mol/mol),
Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1ccncc1)c1cccc(F)c1,56646779.0,,56646779.0,BRD-A05715709,N-cyclohexyl-2-(3-fluoro-N-(2-pyridin-4-ylacetyl)anilino)-2-(2-methylphenyl)acetamide
O=C(NC1CCCCC1)C(c1ccccc1Cl)N(C(=O)Cc1cccs1)c1cccc(F)c1,68056272.0,,68056272.0,BRD-A71883111,2-(2-chlorophenyl)-N-cyclohexyl-2-(3-fluoro-N-(2-thiophen-2-ylacetyl)anilino)acetamide
,,,,BRD-A86708339,
CC(=O)CCCCC[C@H](C(=O)Nc1nc(-c2ccccc2)cs1)C(=O)NC1CCCCN1C,124202324.0,,124202324.0,BRD-A94377914,"(2S)-N-(1-methylpiperidin-2-yl)-2-(6-oxoheptyl)-N'-(4-phenyl-1,3-thiazol-2-yl)propanediamide"
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc2ccc4c(c2)OCO4)O3)cc1,75083073.0,,75083073.0,BRD-K01737880,"1-[2-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-5-(1-hydroxypropan-2-yl)-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-(4-methoxyphenyl)urea"
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc2c(NS(=O)(=O)c3ccc(F)cc3)cccc2C1=O,44486219.0,,44486219.0,BRD-K02251932,"3-cyclohexyl-1-[[(2R,3S)-10-[(4-fluorophenyl)sulfonylamino]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl]-1-methylurea"
CN1CCN(C(=O)CC2C=CC(NS(=O)(=O)c3cccc(F)c3)C(CO)O2)CC1,76030139.0,,76030139.0,BRD-K02492147,"3-fluoro-N-[2-(hydroxymethyl)-6-[2-(4-methylpiperazin-1-yl)-2-oxoethyl]-3,6-dihydro-2H-pyran-3-yl]benzenesulfonamide"
,,,,BRD-K03536150,
,,,,BRD-K03911514,
Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)CC1CCCCC1)O2,44487872.0,,44487872.0,BRD-K04800985,"1-[(2S,3R)-2-[[cyclohexylmethyl(methyl)amino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-(3,5-dimethyl-4-isoxazolyl)urea"
,3101542.0,,,BRD-K07442505,(E)-4-(2-(2-Ethoxyphenyl)hydrazono)-3-methyl-1-(4-phenylthiazol-2-yl)-1H-pyrazol-5(4H)-one
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@H]1CN(C)Cc1ccc2c(c1)OCO2,44493952.0,,44493952.0,BRD-K09344309,"N-[(2R,3R)-2-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]pyridine-4-carboxamide"
CC(NC(=O)CC1CCC(NC(=O)CN2CCOCC2)C(CO)O1)c1ccccc1,76030147.0,,76030147.0,BRD-K09587429,2-[6-(hydroxymethyl)-5-[(2-morpholin-4-ylacetyl)amino]oxan-2-yl]-N-(1-phenylethyl)acetamide
CC(=O)NC1CCN(C(=O)Nc2cc(-c3cccs3)ccc2N)CC1,89183176.0,,89183176.0,BRD-K11533227,4-acetamido-N-(2-amino-5-thiophen-2-ylphenyl)-1-piperidinecarboxamide
,,,,BRD-K13185470,
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,54618164.0,,54618164.0,BRD-K13999467,"N-[[(4S,5R)-8-[2-(2-fluorophenyl)ethynyl]-2-[(2S)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-N-methyl-2-pyridin-4-ylacetamide"
CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cnccn1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,54618305.0,,54618305.0,BRD-K14844214,"N-[[(4R,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-8-(4-methylpent-1-ynyl)-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-N-methyl-2-pyrazinecarboxamide"
,,,,BRD-K16130065,
CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)S(C)(=O)=O)O2,44498493.0,,44498493.0,BRD-K16147474,"1-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl(methylsulfonyl)amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-propan-2-ylurea"
CN(C)CC(=O)NC1CCC(CCNC(=O)Nc2ccc(F)cc2)OC1CO,76159840.0,,76159840.0,BRD-K17060750,2-(dimethylamino)-N-[6-[2-[(4-fluorophenyl)carbamoylamino]ethyl]-2-(hydroxymethyl)oxan-3-yl]acetamide
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc2ccc(N(C)C)cc2C1=O,44491742.0,,44491742.0,BRD-K19103580,"(2R,3S)-2-[[(3,4-dichlorophenyl)methyl-methylamino]methyl]-8-(dimethylamino)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-3,4-dihydro-2H-1,5-benzoxazocin-6-one"
,73707440.0,,,BRD-K20514654,"(4S)-4-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-(3-acetamidopropanoylamino)-5-carbamimidamidopentanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-methylpentanoyl]amino]-5-amino-5-oxopentanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-[[(2S)-1-[[(3S,6S,9S,12R,16Z,21R)-21-[[(2S)-1-amino-5-carbamimidamido-1-oxopentan-2-yl]carbamoyl]-3,6-bis(3-carbamimidamidopropyl)-9-(2-carboxyethyl)-12,21-dimethyl-2,5,8,11-tetraoxo-1,4,7,10-tetrazacyclohenicos-16-en-12-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid"
CN(C)CC1CN(C(=O)Nc2cc(-c3ccc(F)cc3)ccc2N)C1,71466380.0,,71466380.0,BRD-K24690302,"N-(4-amino-4'-fluoro-[1,1'-biphenyl]-3-yl)-3-((dimethylamino)methyl)azetidine-1-carboxamide"
COc1cc(CCC(=O)N2CCC=CC2=O)cc(OC)c1OC,613753.0,,613753.0,BRD-K26531177,"1-[3-(3,4,5-Trimethoxyphenyl)propanoyl]-2,3-dihydropyridin-6-one"
,,,,BRD-K27188169,
,,,,BRD-K27188169:navitoclax (2:1 mol/mol),
CC1CN(C(C)CO)C(=O)c2cc(C#CC3(O)CCCC3)cnc2OC1CN(C)C(=O)C1CCOCC1,76199406.0,,76199406.0,BRD-K27224038,"N-[[8-[2-(1-hydroxycyclopentyl)ethynyl]-5-(1-hydroxypropan-2-yl)-3-methyl-6-oxo-3,4-dihydro-2H-pyrido[2,3-b][1,5]oxazocin-2-yl]methyl]-N-methyloxane-4-carboxamide"
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3c(c2)OCCO3)OCc2cn(nn2)CCCC1=O,44505237.0,,44505237.0,BRD-K27986637,"(8S,9R)-9-[[2,3-dihydro-1,4-benzodioxin-6-ylmethyl(methyl)amino]methyl]-6-[(2R)-1-hydroxypropan-2-yl]-8-methyl-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-5-one"
Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12,55508.0,,55508.0,BRD-K28456706,"NAPHTHO(2,1-b)FURAN, 1-METHYL-2-NITRO-"
C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(F)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(=O)O)cc1,44494015.0,,44494015.0,BRD-K29086754,"4-[[[(2S,3R)-9-[[(4-fluoroanilino)-oxomethyl]amino]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl-methylamino]methyl]benzoic acid"
,,,,BRD-K29313308,
CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(N(C)C)cc2C(=O)N([C@H](C)CO)C[C@H]1C,44486093.0,,44486093.0,BRD-K30019337,"1-[[(2S,3R)-8-(dimethylamino)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl]-1-methyl-3-propan-2-ylurea"
Cc1c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)sc(=O)n1C,11257553.0,,11257553.0,BRD-K30748066,"2(3H)-Thiazolone, 3,4-diMethyl-5-[2-[[4-(1-piperazinyl)phenyl]aMino]-4-pyriMidinyl]-"
CNC[C@@H]1Oc2ccc(N(C)C)cc2CC(=O)N([C@@H](C)CO)C[C@@H]1C,44495899.0,,44495899.0,BRD-K33199242,"(2R,3S)-9-(dimethylamino)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-2,3,4,7-tetrahydro-1,5-benzoxazonin-6-one"
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2,54618795.0,,54618795.0,BRD-K33514849,"3-(1,3-benzodioxol-5-yl)-1-[[(4R,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-8-(2-pyridin-4-ylethynyl)-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-1-methylurea"
CC(C)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C1=O,60168763.0,,60168763.0,BRD-K34099515,"N-[(2R,3R)-3-methyl-2-[[methyl-[(4-phenoxyphenyl)methyl]amino]methyl]-6-oxo-5-propan-2-yl-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]pyridine-4-carboxamide"
COc1ccc(C#CC2=CCCN(C(=O)C=Cc3cc(OC)c(OC)c(OC)c3)C2=O)cc1,139031980.0,,139031980.0,BRD-K34222889,"5-[2-(4-Methoxyphenyl)ethynyl]-1-[3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]-2,3-dihydropyridin-6-one"
CNC[C@@H]1Oc2ccc(NC(=O)CCN3CCOCC3)cc2CC(=O)N([C@H](C)CO)C[C@@H]1C,44484440.0,,44484440.0,BRD-K34485477,"N-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-(4-morpholinyl)propanamide"
,,,,BRD-K35604418,
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc2ccc(NC(=O)c3ccncc3)cc2CC1=O,44620216.0,,44620216.0,BRD-K37390332,"N-[(2S,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4-pyridinecarboxamide"
CNC[C@@H]1Oc2ccc(NS(C)(=O)=O)cc2CC(=O)N([C@H](C)CO)C[C@@H]1C,44490293.0,,44490293.0,BRD-K41334119,"N-[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide"
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O,54619267.0,,54619267.0,BRD-K41597374,"1-[[(4S,5R)-8-(2-cyclopentylethynyl)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-3-(2,5-difluorophenyl)-1-methylurea"
Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCNCC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1,54596558.0,,54596558.0,BRD-K42260513,"N-[(4,6-dimethyl-2-oxo-1,2-dihydro-3-pyridinyl)methyl]-1-(1-methylethyl)-6-[6-(1-piperazinyl)-3-pyridinyl]-1H-indazole-4-carboxamide"
CNC[C@@H]1Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C,44487330.0,,44487330.0,BRD-K44224150,"N-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]cyclohexanecarboxamide"
C=CCNC1=C(Cl)C(=O)c2ccccc2C1=O,1716436.0,,1716436.0,BRD-K45681478,2-(Allylamino)-3-chloronaphthoquinone
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(NC(=O)Cc3cn(C)c4ccccc34)cc2C1=O,44489367.0,,44489367.0,BRD-K48334597,"N-[(2S,3S)-2-[[[(cyclohexylamino)-oxomethyl]-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-2-(1-methyl-3-indolyl)acetamide"
Cc1[nH]nc2c1[C@@H](c1ccccc1)C1=C(CC(C)(C)CC1=O)N2,1474550.0,,1474550.0,BRD-K48477130,"(4R)-3,7,7-trimethyl-4-phenyl-4,6,8,9-tetrahydro-2H-pyrazolo[3,4-b]quinolin-5-one"
O=C(CC1CCC(NC(=O)c2ccc(F)cc2)C(CO)O1)NCc1ccncn1,76159685.0,,76159685.0,BRD-K49290616,4-fluoro-N-[2-(hydroxymethyl)-6-[2-oxo-2-(pyrimidin-4-ylmethylamino)ethyl]oxan-3-yl]benzamide
COc1ccccc1-c1cccc(-c2nc(C(=O)NCc3ccncc3)cc3c2[C@H](CCO)N([S@@](=O)C(C)(C)C)C3)c1,54649381.0,,54649381.0,BRD-K50799972,"(3S)-2-[(S)-tert-butylsulfinyl]-3-(2-hydroxyethyl)-4-[3-(2-methoxyphenyl)phenyl]-N-(pyridin-4-ylmethyl)-1,3-dihydropyrrolo[3,4-c]pyridine-6-carboxamide"
O=C(NO)c1cccc(C(=O)Nc2ccccc2)c1,71680916.0,,71680916.0,BRD-K51490254,"1-N-hydroxy-3-N-phenylbenzene-1,3-dicarboxamide"
Cc1cc(C)c(CNC(=O)c2cc(Br)cc3c2cnn3C(C)C)c(=O)[nH]1,54596490.0,,54596490.0,BRD-K51831558,"6-bromo-N-((1,2-dihydro-4,6-dimethyl-2-oxopyridin-3-yl)methyl)-1-isopropyl-1H-indazole-4-carboxamide"
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)NC3CCCCC3)ccc2O[C@H]1CN(C)C(=O)Nc1cccc2ccccc12,44493528.0,,44493528.0,BRD-K52037352,"1-[[(2R,3S)-9-[[(cyclohexylamino)-oxomethyl]amino]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl]-1-methyl-3-(1-naphthalenyl)urea"
CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)Nc3ccccc3)c2OC1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1,75036740.0,,75036740.0,BRD-K55116708,"N-(2-aminophenyl)-4-[[[5-(1-hydroxypropan-2-yl)-3-methyl-6-oxo-10-(phenylcarbamoylamino)-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide"
,73707442.0,,,BRD-K55473186,"(4S)-4-(3-acetamidopropanoylamino)-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(3S,6R,9S,12R,16Z,21R)-21-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3R)-1-amino-3-hydroxy-1-oxobutan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-imidazol-4-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-4-yl)-1-oxopropan-2-yl]carbamoyl]-3-(3-carbamimidamidopropyl)-12,21-dimethyl-9-(2-methylpropyl)-2,5,8,11-tetraoxo-6-(sulfanylmethyl)-1,4,7,10-tetrazacyclohenicos-16-en-12-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-oxopentanoic acid"
,,,,BRD-K58730230,
Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(C(=O)NCCc2ccncc2)cc1,67291369.0,,67291369.0,BRD-K61166597,"4-N-(2-amino-5-thiophen-2-ylphenyl)-1-N-(2-pyridin-4-ylethyl)benzene-1,4-dicarboxamide"
,54618771.0,,,BRD-K63431240,"3-(1,3-benzodioxol-5-yl)-1-[[(4S,5S)-2-[(2S)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-8-(2-pyridin-4-ylethynyl)-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-1-methylurea"
,44489675.0,,,BRD-K64610608,"1-[(2R,3R)-5-[(2S)-1-hydroxypropan-2-yl]-2-[[(4-methoxyphenyl)sulfonyl-methylamino]methyl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-(1-naphthalenyl)urea"
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)CCC(F)(F)F)ccc2O[C@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1,44202524.0,,44202524.0,BRD-K66453893,"N-[(2R,3S)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4,4,4-trifluorobutanamide"
Nc1ccc(-c2cccs2)cc1NC(=O)C1=CCCC1,71466445.0,,71466445.0,BRD-K66532283,N-(2-amino-5-thiophen-2-ylphenyl)cyclopentene-1-carboxamide
,9888590.0,,,BRD-K70511574,N-((4-Methoxyphenyl)sulfonyl)-N-(2-((1E)-2-(1-oxido-4-pyridinyl)ethenyl)phenyl)acetamide
,9888590.0,,,BRD-K70511574 (HMN-214),N-((4-Methoxyphenyl)sulfonyl)-N-(2-((1E)-2-(1-oxido-4-pyridinyl)ethenyl)phenyl)acetamide
